15.382,2.8579E-05
16,2.6542E-05
17,2.3788E-05
18,2.1535E-05
19,1.9675E-05
20,1.8110E-05
22,1.5635E-05
24,1.3755E-05
26,1.2261E-05
28,1.1029E-05
30,9.9780E-06
32,9.0590E-06
34,8.2390E-06
36,7.4940E-06
38,6.8140E-06
40,6.1980E-06
42,5.6550E-06
44,5.1940E-06
46,4.8240E-06
48,4.5390E-06
50,4.3310E-06
55,4.0430E-06
60,3.9370E-06
65,3.9240E-06
70,3.9670E-06
75,4.0430E-06
80,4.1390E-06
90,4.3630E-06
100,4.6070E-06
110,4.7410E-06
120,4.9780E-06
140,5.4610E-06
160,5.9390E-06
180,6.4070E-06
200,6.8640E-06
220,7.3100E-06
240,7.7450E-06
260,8.1700E-06
280,8.5860E-06
300,8.9930E-06
350,9.9760E-06
400,1.0916E-05
450,1.1820E-05
500,1.2692E-05
550,1.3537E-05
600,1.4357E-05
650,1.5156E-05
700,1.5936E-05
750,1.6699E-05
800,1.7446E-05
850,1.8179E-05
900,1.8899E-05
950,1.9607E-05
1000,2.0303E-05
1100,2.1667E-05
1200,2.2994E-05
1300,2.4289E-05
1400,2.5555E-05
1500,2.6795E-05
1600,2.8010E-05
1700,2.9201E-05
1800,3.0371E-05
2000,3.2647E-05
2200,3.4491E-05
2400,3.6631E-05
2600,3.8736E-05
2800,4.0827E-05
3000,4.2934E-05
