323,21.095
373,21.068
423,21.06
473,21.07
523,21.098
573,21.143
623,21.207
673,21.289
723,21.389
773,21.507
823,21.643
873,21.797
923,21.768
973,21.64
1023,21.714
1073,21.788
1123,21.862
1173,21.936
1223,22.01
1273,22.084
1323,22.158
1373,22.232
1423,22.306
1473,22.38
1523,22.454
1573,22.528
1623,22.602
1673,22.676
1723,22.75
1773,22.824
1823,22.898
1873,22.972
1923,23.046
1973,23.12
2023,23.194
2073,23.268
2123,23.342
2173,23.416
2223,23.49
2273,23.564
2323,23.638
2373,23.712
2423,23.786
2473,23.86
2523,23.934
2573,24.008
