70,0.1833
80,0.1696
90,0.156
100,0.1425
110,0.1289
120,0.1151
130,0.1008
140,0.0852
150,0.06557
160,0.02368
170,0.02229
180,0.02208
190,0.02223
200,0.02257
220,0.0235
240,0.0246
260,0.02579
280,0.02701
300,0.02827
320,0.02954
340,0.03082
360,0.03211
380,0.0334
400,0.03471
420,0.03601
440,0.03732
460,0.03862
480,0.03992
500,0.04123
550,0.04446
600,0.04765
650,0.05078
700,0.05386
750,0.05687
800,0.05982
850,0.0627
900,0.06553
950,0.06829
1000,0.071
1100,0.07627
1200,0.08136
1300,0.08631
1400,0.09114
