15.968,0.0975
16,0.0977
17,0.1035
18,0.1081
19,0.1113
20,0.1143
22,0.1203
24,0.1238
26,0.1253
28,0.1253
30,0.1242
32,0.1213
34,0.1179
36,0.1143
38,0.1103
40,0.1062
42,0.1021
44,0.0983
46,0.0949
48,0.0918
50,0.0889
55,0.0830
60,0.0792
65,0.0776
70,0.0769
75,0.0761
80,0.0766
90,0.0807
100,0.0848
110,0.0889
120,0.0937
140,0.1042
160,0.1155
180,0.1269
200,0.1382
220,0.1491
240,0.1597
260,0.1698
280,0.1795
300,0.1889
350,0.2110
400,0.2315
450,0.2510
500,0.2696
550,0.2878
600,0.3056
650,0.3232
700,0.3406
750,0.3579
800,0.3753
850,0.3926
900,0.4100
950,0.4275
1000,0.4451
1100,0.4756
1200,0.5110
1300,0.5469
1400,0.5832
1500,0.6198
1600,0.6564
1700,0.6934
1800,0.7310
2000,0.8110
2200,0.9061
2400,1.0322
2600,1.2132
2800,1.4795
3000,1.8656
