15.968,1.9629
16,1.9549
17,1.7503
18,1.6006
19,1.4897
20,1.3945
22,1.2355
24,1.1404
26,1.0815
28,1.0473
30,1.0292
32,1.0291
34,1.0361
36,1.0493
38,1.0675
40,1.0851
42,1.1027
44,1.1149
46,1.1208
48,1.1165
50,1.1068
55,1.0547
60,0.9813
65,0.9139
70,0.8646
75,0.8379
80,0.8129
90,0.7644
100,0.7424
110,0.7253
120,0.7140
140,0.7072
160,0.7034
180,0.7005
200,0.6981
220,0.6964
240,0.6949
260,0.6936
280,0.6925
300,0.6912
350,0.6889
400,0.6874
450,0.6864
500,0.6860
550,0.6856
600,0.6852
650,0.6848
700,0.6845
750,0.6842
800,0.6839
850,0.6838
900,0.6837
950,0.6838
1000,0.6840
1100,0.6912
1200,0.6916
1300,0.6920
1400,0.6925
1500,0.6929
1600,0.6932
1700,0.6934
1800,0.6931
2000,0.6908
2200,0.6769
2400,0.6631
2600,0.6404
2800,0.6101
3000,0.5763
